m,Bx,By,Bz
-6.94,0,0,0
-6.93,0,0,0
-6.92,0,0,0
-6.91,0,0,0
-6.9,0,0,0
-6.89,0,0,0
-6.88,0,0,0
-6.87,0,0,0
-6.86,0,0,0
-6.85,0,0,0
-6.84,0,0,0
-6.83,0,0,0
-6.82,0,0,0
-6.81,0,0,0
-6.8,0,0,0
-6.79,0,0,0
-6.78,0,0,0
-6.77,0,0,0
-6.76,0,0,0
-6.75,0,0,0
-6.74,0,0,0
-6.73,0,0,0
-6.72,0,0,0
-6.71,0,0,0
-6.7,0,0,0
-6.69,0,0,0
-6.68,0,0,0
-6.67,0,0,0
-6.66,0,0,0
-6.65,0,0,0
-6.64,0,0,0
-6.63,0,0,0
-6.62,0,0,0
-6.61,0,0,0
-6.6,0,0,0
-6.59,0,0,0
-6.58,0,0,0
-6.57,0,0,0
-6.56,0,0,0
-6.55,0,0,0
-6.54,0,0,0
-6.53,0,0,0
-6.52,0,0,0
-6.51,0,0,0
-6.5,0,0,0
-6.49,0,0,0
-6.48,0,0,0
-6.47,0,0,0
-6.46,0,0,0
-6.45,0,0,0
-6.44,0,0,0
-6.43,0,0,0
-6.42,0,0,0
-6.41,0,0,0
-6.4,0,0,0
-6.39,0,0,0
-6.38,0,0,0
-6.37,0,0,0
-6.36,0,0,0
-6.35,0,0,0
-6.34,0,0,0
-6.33,0,0,0
-6.32,0,0,0
-6.31,0,0,0
-6.3,0,0,0
-6.29,0,0,0
-6.28,0,0,0
-6.27,0,0,0
-6.26,0,0,0
-6.25,0,0,0
-6.24,0,0,0
-6.23,0,0,0
-6.22,0,0,0
-6.21,0,0,0
-6.2,0,0,0
-6.19,0,0,0
-6.18,0,0,0
-6.17,0,0,0
-6.16,0,0,0
-6.15,0,0,0
-6.14,0,0,0
-6.13,0,0,0
-6.12,0,0,0
-6.11,0,0,0
-6.1,0,0,0
-6.09,0,0,0
-6.08,0,0,0
-6.07,0,0,0
-6.06,0,0,0
-6.05,0,0,0
-6.04,0,0,0
-6.03,0,0,0
-6.02,0,0,0
-6.01,0,0,0
-6,0,0,0
-5.99,0,0,0
-5.98,0,0,0
-5.97,0,0,0
-5.96,0,0,0
-5.95,0,0,0
-5.94,0,0,0
-5.93,0,0,0
-5.92,0,0,0
-5.91,0,0,0
-5.9,0,0,0
-5.89,0,0,0
-5.88,0,0,0
-5.87,0,0,0
-5.86,0,0,0
-5.85,0,0,0
-5.84,0,0,0
-5.83,0,0,0
-5.82,0,0,0
-5.81,0,0,0
-5.8,0,0,0
-5.79,0,0,0
-5.78,0,0,0
-5.77,0,0,0
-5.76,0,0,0
-5.75,0,0,0
-5.74,0,0,0
-5.73,0,0,0
-5.72,0,0,0
-5.71,0,0,0
-5.7,0,0,0
-5.69,0,0,0
-5.68,0,0,0
-5.67,0,0,0
-5.66,0,0,0
-5.65,0,0,0
-5.64,0,0,0
-5.63,0,0,0
-5.62,0,0,0
-5.61,0,0,0
-5.6,0,0,0
-5.59,0,0,0
-5.58,0,0,0
-5.57,0,0,0
-5.56,0,0,0
-5.55,0,0,0
-5.54,0,0,0
-5.53,0,0,0
-5.52,0,0,0
-5.51,0,0,0
-5.5,0,0,0
-5.49,0,0,0
-5.48,0,0,0
-5.47,0,0,0
-5.46,0,0,0
-5.45,0,0,0
-5.44,0,0,0
-5.43,0,0,0
-5.42,0,0,0
-5.41,0,0,0
-5.4,0,0,0
-5.39,0,0,0
-5.38,0,0,0
-5.37,0,0,0
-5.36,0,0,0
-5.35,0,0,0
-5.34,0,0,0
-5.33,0,0,0
-5.32,0,0,0
-5.31,0,0,0
-5.3,0,0,0
-5.29,0,0,0
-5.28,0,0,0
-5.27,0,0,0
-5.26,0,0,0
-5.25,0,0,0
-5.24,0,0,0
-5.23,0,0,0
-5.22,0,0,0
-5.21,0,0,0
-5.2,0,0,0
-5.19,0,0,0
-5.18,0,0,0
-5.17,0,0,0
-5.16,0,0,0
-5.15,0,0,0
-5.14,0,0,0
-5.13,0,0,0
-5.12,0,0,0
-5.11,0,0,0
-5.1,0,0,0
-5.09,0,0,0
-5.08,0,0,0
-5.07,0,0,0
-5.06,0,0,0
-5.05,0,0,0
-5.04,0,0,0
-5.03,0,0,0
-5.02,0,0,0
-5.01,0,0,0
-5,0,0,0
-4.99,0,0,0
-4.98,0,0,0
-4.97,0,0,0
-4.96,0,0,0
-4.95,0,0,0
-4.94,0,0,0
-4.93,0,0,0
-4.92,0,0,0
-4.91,0,0,0
-4.9,0,0,0
-4.89,0,0,0
-4.88,0,0,0
-4.87,0,0,0
-4.86,0,0,0
-4.85,0,0,0
-4.84,0,0,0
-4.83,0,0,0
-4.82,0,0,0
-4.81,0,0,0
-4.8,0,0,0
-4.79,0,0,0
-4.78,0,0,0
-4.77,0,0,0
-4.76,0,0,0
-4.75,0,0,0
-4.74,0,0,0
-4.73,0,0,0
-4.72,0,0,0
-4.71,0,0,0
-4.7,0,0,0
-4.69,0,0,0
-4.68,0,0,0
-4.67,0,0,0
-4.66,0,0,0
-4.65,0,0,0
-4.64,0,0,0
-4.63,0,0,0
-4.62,0,0,0
-4.61,0,0,0
-4.6,0,0,0
-4.59,0,0,0
-4.58,0,0,0
-4.57,0,0,0
-4.56,0,0,0
-4.55,0,0,0
-4.54,0,0,0
-4.53,0,0,0
-4.52,0,0,0
-4.51,0,0,0
-4.5,0,0,0
-4.49,0,0,0
-4.48,0,0,0
-4.47,0,0,0
-4.46,0,0,0
-4.45,0,0,0
-4.44,0,0,0
-4.43,0,0,0
-4.42,0,0,0
-4.41,0,0,0
-4.4,0,0,0
-4.39,0,0,0
-4.38,0,0,0
-4.37,0,0,0
-4.36,0,0,0
-4.35,0,0,0
-4.34,0,0,0
-4.33,0,0,0
-4.32,0,0,0
-4.31,0,0,0
-4.3,0,0,0
-4.29,0,0,0
-4.28,0,0,0
-4.27,0,0,0
-4.26,0,0,0
-4.25,0,0,0
-4.24,0,0,0
-4.23,0,0,0
-4.22,0,0,0
-4.21,0,0,0
-4.2,0,0,0
-4.19,0,0,0
-4.18,0,0,0
-4.17,0,0,0
-4.16,0,0,0
-4.15,0,0,0
-4.14,0,0,0
-4.13,0,0,0
-4.12,0,0,0
-4.11,0,0,0
-4.1,0,0,0
-4.09,0,0,0
-4.08,0,0,0
-4.07,0,0,0
-4.06,0,0,0
-4.05,0,0,0
-4.04,0,0,0
-4.03,0,0,0
-4.02,0,0,0
-4.01,0,0,0
-4,0,0,0
-3.99,0,0,0
-3.98,0,0,0
-3.97,0,0,0
-3.96,0,0,0
-3.95,0,0,0
-3.94,0,0,0
-3.93,0,0,0
-3.92,0,0,0
-3.91,0,0,0
-3.9,0,0,0
-3.89,0,0,0
-3.88,0,0,0
-3.87,-0.0405841891914326,0.161416426671067,-0.0171184399199216
-3.86,-0.0410180593771749,0.16396332151768,-0.0173900882669158
-3.85,-0.0414767142378625,0.16656396561684,-0.0176180483958331
-3.84,-0.0419573002261742,0.169214671174342,-0.0178155308489894
-3.83,-0.042456964891503,0.171911746002684,-0.017995741021696
-3.82,-0.0429744312645099,0.174658473028115,-0.0181662547005397
-3.81,-0.0435218509622751,0.177510997286722,-0.018277941280814
-3.8,-0.04409222412888,0.180427026961841,-0.0183323681391177
-3.79,-0.0446727373550428,0.183337019915583,-0.018349900353754
-3.78,-0.0452505734263375,0.186171431944159,-0.0183509003748968
-3.77,-0.045816356779225,0.1889092920273,-0.0183369888149058
-3.76,-0.0463765761550848,0.191627334057749,-0.0182716267210991
-3.75,-0.0469383563960887,0.194281254467664,-0.0181644875534615
-3.74,-0.0475085042419819,0.196818551004677,-0.0180283907573473
-3.73,-0.0480938150159756,0.1991870013525,-0.0178760803341853
-3.72,-0.0486960427179154,0.201438350559611,-0.017692671207184
-3.71,-0.0493111945503128,0.2036064555877,-0.0174678350698106
-3.7,-0.0499364987982981,0.205641661295783,-0.0172133488764087
-3.69,-0.0505691809950261,0.207494310891937,-0.0169409886404211
-3.68,-0.0512061215820742,0.209139056595626,-0.016659453651788
-3.67,-0.0518442326307584,0.210730511477098,-0.0163523283446287
-3.66,-0.0524879992738089,0.212225013011042,-0.0160239204824649
-3.65,-0.05314314943204,0.213523047533713,-0.01568518151046
-3.64,-0.0538154048538459,0.214525099309311,-0.0153470630628757
-3.63,-0.0545068516859612,0.215250755275047,-0.0150094807339649
-3.62,-0.0552124080873496,0.215909009566337,-0.0146584142261735
-3.61,-0.0559334974551872,0.216452670768954,-0.0143069484953193
-3.6,-0.0566718900520288,0.216822155425633,-0.0139693905825327
-3.59,-0.057429420495,0.216957936468053,-0.0136598030802608
-3.58,-0.058213202473349,0.216830800509489,-0.0133647944503295
-3.57,-0.059020423516898,0.2164873097036,-0.0130809335130239
-3.56,-0.059841558342718,0.215985310734385,-0.0128240708468974
-3.55,-0.0606670863482503,0.215382649864793,-0.0126100587911196
-3.54,-0.0614875575630135,0.214698365957922,-0.0124490917450707
-3.53,-0.0623019894417968,0.213718400075635,-0.0123144605351221
-3.52,-0.0631227377999075,0.212478151876809,-0.0122108777165437
-3.51,-0.0639632174669966,0.21107218718864,-0.0121512711574016
-3.5,-0.0648368505427449,0.20959507004646,-0.0121485713820249
-3.49,-0.0657581500130383,0.208046168768441,-0.0121950915476689
-3.48,-0.0667279693033731,0.206297488361393,-0.012261069447309
-3.47,-0.067732580296221,0.204388851600772,-0.0123577141918347
-3.46,-0.0687580096240735,0.202365667462278,-0.0124975162107641
-3.45,-0.0697905326247723,0.200271434310494,-0.0126921642008896
-3.44,-0.0708335550674941,0.198043595777753,-0.0129096013067786
-3.43,-0.0718956294394034,0.195662260809566,-0.0131387902184532
-3.42,-0.0729794096888889,0.193168765807858,-0.0133950859807568
-3.41,-0.07408755332917,0.190604446525601,-0.0136938479875801
-3.4,-0.0752236915808195,0.187996254576693,-0.014042033942681
-3.39,-0.0763935994574429,0.185292062639891,-0.0144004709885079
-3.38,-0.0775939110986216,0.1825014609109,-0.014766173173827
-3.37,-0.0788199761527206,0.179647815604114,-0.0151442156629514
-3.36,-0.0800671462395437,0.176754493139307,-0.0155396758248365
-3.35,-0.0813375776771736,0.173821550684851,-0.0159519911080803
-3.34,-0.0826382415928056,0.170825766857835,-0.0163704005242628
-3.33,-0.0839642088620713,0.167779607967487,-0.0167893560427748
-3.32,-0.0853103304392199,0.164696251811878,-0.0172034512581067
-3.31,-0.0866715479875557,0.161588770922593,-0.0176073020465444
-3.3,-0.0880482603144696,0.158460104159276,-0.0179980098973681
-3.29,-0.0894461704122718,0.155296795732446,-0.0183771361800253
-3.28,-0.0908706173944163,0.152084149087796,-0.0187466737895106
-3.27,-0.092326939091657,0.148807467380677,-0.0191086128237019
-3.26,-0.0938211837152823,0.145452918867456,-0.0194584225117491
-3.25,-0.0953584962007321,0.142017167930352,-0.0197688293391572
-3.24,-0.0969355914366235,0.138503133324341,-0.0200456379088683
-3.23,-0.0985483687499281,0.134913741416863,-0.0202994485818552
-3.22,-0.100192727369002,0.131251918872352,-0.0205408575259668
-3.21,-0.101873124753613,0.127510225253756,-0.0207545699284575
-3.2,-0.103597356267288,0.123675394766918,-0.0209138960055992
-3.19,-0.105360128857329,0.11974882804522,-0.0210308732954586
-3.18,-0.107156029165423,0.115732065540629,-0.0211178871852633
-3.17,-0.108980262399089,0.11162546560064,-0.0211853132952736
-3.16,-0.110841940527678,0.107405477636796,-0.0212002209902746
-3.15,-0.112742704475548,0.103069428216171,-0.0211576950253482
-3.14,-0.114678391671003,0.098626696726926,-0.0210721137338814
-3.13,-0.116644839521128,0.0940866625441646,-0.0209578449964689
-3.12,-0.118640334915147,0.0894519879010833,-0.0208196504389861
-3.11,-0.120672571718742,0.0846972216311423,-0.0206294126477988
-3.1,-0.12274209123462,0.0798135235251014,-0.0203922250255519
-3.09,-0.124848385075462,0.0747947780034495,-0.0201175391696933
-3.08,-0.126990943610906,0.0696348690104451,-0.0198147940298761
-3.07,-0.129174232568488,0.0643041972735283,-0.0194757478977927
-3.06,-0.131402749275688,0.0587802358008117,-0.0190866553874889
-3.05,-0.133674097402085,0.0530772481477415,-0.0186550833871171
-3.04,-0.135985860613394,0.0472095955721565,-0.0181886403476681
-3.03,-0.138336727808747,0.0411864571127611,-0.0176934320877733
-3.02,-0.140740156074032,0.0349430467262942,-0.0171532171316726
-3.01,-0.143192055939266,0.0284859217806462,-0.0165694025036738
-3,-0.145681075271492,0.0218542594273407,-0.0159523450456378
-2.99,-0.14819586294987,0.0150872362934601,-0.0153123717074142
-2.98,-0.150735601859722,0.00819492534765992,-0.0146529720174529
-2.97,-0.153321262011329,0.00111252068492273,-0.0139602275332043
-2.96,-0.15593361022424,-0.00613101689401396,-0.0132423477840293
-2.95,-0.158549861050632,-0.0134976075966171,-0.0125096710643771
-2.94,-0.161147230970352,-0.0209491709200744,-0.011772518935361
-2.93,-0.163727761885997,-0.0284965315895895,-0.0110295980670553
-2.92,-0.166305485630159,-0.0361688464748458,-0.0102744282778911
-2.91,-0.168874261433046,-0.0439528011109999,-0.00951018802372921
-2.9,-0.171427949024643,-0.0518350749545754,-0.00874008180381384
-2.89,-0.173962663937484,-0.0598049936446215,-0.00796645836727594
-2.88,-0.176496511980947,-0.0678837623075069,-0.00718250005330359
-2.87,-0.179019075902644,-0.076071770136515,-0.00639125677303273
-2.86,-0.18151037187872,-0.0843596316925217,-0.00559938643912948
-2.85,-0.183950419109521,-0.0927379581680106,-0.00481358304761312
-2.84,-0.186339491561983,-0.101214315731776,-0.00403337195459259
-2.83,-0.188711025461306,-0.109816997684583,-0.00324707165849765
-2.82,-0.19103325772017,-0.118512163007834,-0.00246676017361418
-2.81,-0.1932700097731,-0.127262026051435,-0.00170612634975346
-2.8,-0.195385221472011,-0.136028908802588,-0.000978843060291675
-2.79,-0.19742648823603,-0.144855986567855,-0.000269629110323549
-2.78,-0.199414396718233,-0.153756159139466,0.000428814920776545
-2.77,-0.201290088085976,-0.162663659279277,0.00109689026292543
-2.76,-0.202994709617758,-0.171512714128909,0.00171497942036801
-2.75,-0.204489888584121,-0.180245774357621,0.00226920601769938
-2.74,-0.205913336308096,-0.188899602312216,0.0027979293425249
-2.73,-0.207241562549286,-0.197491502902789,0.00329945034066654
-2.72,-0.208398378547779,-0.206022204852134,0.003757777510852
-2.71,-0.209307596420941,-0.214492429872556,0.00415690285935282
-2.7,-0.209986301920225,-0.222900570870337,0.0045079183033275
-2.69,-0.210609810523303,-0.231244749099087,0.00485773143574079
-2.68,-0.211137709798421,-0.239532010570546,0.00518068895042437
-2.67,-0.211517812555696,-0.247769774845736,0.00544746729637328
-2.66,-0.211697925328346,-0.255965569833505,0.00562915533618524
-2.65,-0.211645380180635,-0.264138380043533,0.00576779591112229
-2.64,-0.211397373811451,-0.27227955024446,0.00589701920787371
-2.63,-0.211006472598119,-0.280362432453187,0.0060030670930902
-2.62,-0.210525245391427,-0.288360381987343,0.00607217357140997
-2.61,-0.209973495645778,-0.296256231265078,0.00609274428188026
-2.6,-0.20915434343821,-0.304095650170032,0.00607573872082046
-2.59,-0.208092734834297,-0.311860510349028,0.00603174980552386
-2.58,-0.206871028938252,-0.319516120447971,0.00596882412095769
-2.57,-0.205571587743878,-0.327027795256835,0.00589500608979138
-2.56,-0.204190884038074,-0.334379656317257,0.00580348410491637
-2.55,-0.202608266721971,-0.341604002311952,0.00567467305131251
-2.54,-0.200870910149137,-0.348716066454127,0.00552454158939066
-2.53,-0.19903236415098,-0.355730024165669,0.00537026903617033
-2.52,-0.197144866039005,-0.362659721381883,0.00522871679183486
-2.51,-0.195163625006795,-0.369497094502494,0.00509253982992332
-2.5,-0.193061478336203,-0.376247061422175,0.0049558453103991
-2.49,-0.190864478939248,-0.382929681964796,0.00482499324852202
-2.48,-0.188598678375458,-0.389565017964736,0.00470634278782651
-2.47,-0.186280113914869,-0.396172417772089,0.00460447906824404
-2.46,-0.183867798296326,-0.402753859324307,0.00451313217929698
-2.45,-0.181370404926851,-0.409293431062967,0.00443359488471586
-2.44,-0.178807980920637,-0.415774403931836,0.00436907934988519
-2.43,-0.176200574874364,-0.422180050681216,0.00432279853689178
-2.42,-0.173546204130522,-0.42850834656689,0.00429407143875617
-2.41,-0.170822454772212,-0.434776198858675,0.00427940895470893
-2.4,-0.168045787597126,-0.440978723241361,0.00428281810314911
-2.39,-0.165233571596613,-0.447110477576673,0.00430847796349954
-2.38,-0.162402527637467,-0.453166713885962,0.00436043767555547
-2.37,-0.159541609534111,-0.459166786692531,0.00443629094901277
-2.36,-0.156645707627642,-0.465108145546035,0.00453300956724172
-2.35,-0.15372215944929,-0.470972305564843,0.00464984400490576
-2.34,-0.150778304236575,-0.476740782894012,0.00478604595186994
-2.33,-0.147822992615857,-0.482399025296637,0.00494158061738161
-2.32,-0.144861454420332,-0.487961183981668,0.00511799230932343
-2.31,-0.14187698476031,-0.49344046422179,0.00531130018878354
-2.3,-0.13885070549906,-0.498848041236487,0.00551681042167163
-2.29,-0.135763737895524,-0.504195089313883,0.00572983083478502
-2.28,-0.132607247953421,-0.509498832581929,0.00594865861823383
-2.27,-0.129387564673999,-0.514760270176043,0.00617656695223682
-2.26,-0.126101905986236,-0.519957221409209,0.0064144358616825
-2.25,-0.122747336412781,-0.525067304771928,0.00666310366770012
-2.24,-0.119320573752142,-0.53007071644804,0.00692356954599563
-2.23,-0.115810435832055,-0.535009162293088,0.00719932509534876
-2.22,-0.112213206132573,-0.539877291442946,0.00748758997367
-2.21,-0.108529587895709,-0.544638359665579,0.00778313047993444
-2.2,-0.10476028763686,-0.549255623802805,0.0080807164944811
-2.19,-0.100900774848822,-0.553714733642129,0.0083751096606419
-2.18,-0.0969305022466912,-0.558080205108549,0.0086649527738545
-2.17,-0.0928526362742399,-0.562329225331211,0.00895418681117966
-2.16,-0.0886733519310134,-0.566426894183073,0.00924704392898176
-2.15,-0.0843988274108538,-0.570338312979948,0.00954775882521514
-2.14,-0.0800173321279579,-0.574089714726337,0.00985764488452941
-2.13,-0.0755090663082335,-0.577732126606151,0.0101731320143579
-2.12,-0.0708766262927393,-0.581238446415369,0.0104920955648593
-2.11,-0.0661227255525483,-0.584581178872788,0.0108124289302572
-2.1,-0.0612482422904237,-0.587739581974084,0.0111319026414623
-2.09,-0.0562222899955747,-0.590803827887014,0.0114471639799181
-2.08,-0.0510366771919693,-0.593767019446447,0.011758911098996
-2.07,-0.0456962927608627,-0.596572351024938,0.0120690818276842
-2.06,-0.0402060308221015,-0.599163019211027,0.0123796191471502
-2.05,-0.0345536227398018,-0.601535363990953,0.0126910492111413
-2.04,-0.0286899393268415,-0.603827024968614,0.0129991120372057
-2.03,-0.0226378875438727,-0.605985927155509,0.013303367475395
-2.02,-0.016427241222481,-0.60794022560457,0.0136038500194013
-2.01,-0.0100877804421399,-0.609618078749112,0.0139005960729399
-2,-0.00359309344885867,-0.611121048921934,0.0141892330751834
-1.99,0.00308847137611551,-0.612559189685032,0.01446751964582
-1.98,0.0099253342575378,-0.613843300378408,0.0147395485421901
-1.97,0.0168858631599645,-0.614884038942842,0.0150094103203479
-1.96,0.0239441156564131,-0.615608951040967,0.0152808290278533
-1.95,0.0311473690615617,-0.616180687326627,0.0155509810898321
-1.94,0.0384886145586151,-0.61664013085839,0.0158163605006032
-1.93,0.0459354105907534,-0.616957526715406,0.0160745667284697
-1.92,0.0534553143028353,-0.617103119476806,0.0163231906256327
-1.91,0.0610296752453941,-0.617024457866039,0.0165580498822369
-1.9,0.068687099360022,-0.616667367186407,0.0167741463753381
-1.89,0.0764339995550439,-0.616098658767801,0.0169751466813044
-1.88,0.0842741223067341,-0.615392495221561,0.0171652570945537
-1.87,0.0922088141388396,-0.61462751869245,0.0173531135292875
-1.86,0.100263021476421,-0.613643373115633,0.0175303959058814
-1.85,0.108437099072598,-0.612317334590882,0.0176918768425347
-1.84,0.116704110891175,-0.610746810955697,0.0178370632419701
-1.83,0.125037129734694,-0.609029210187657,0.0179654577031049
-1.82,0.13341861416706,-0.607234849575736,0.0180754194350974
-1.81,0.14191136018224,-0.605161327471039,0.0181570450938367
-1.8,0.150482137151183,-0.602802843076155,0.01821510547558
-1.79,0.159067867976642,-0.600231209572271,0.0182583190400497
-1.78,0.167605483439443,-0.597518242011228,0.018295403243585
-1.77,0.176065790169411,-0.594656218199786,0.0183297258193611
-1.76,0.184502788484549,-0.591497717275058,0.0183524922144328
-1.75,0.192908301174272,-0.588097351207679,0.0183657152993196
-1.74,0.201269599848653,-0.58452193571555,0.0183721553627833
-1.73,0.209574016806934,-0.580837786230271,0.0183745581231607
-1.72,0.217824477270666,-0.576980910273564,0.0183710800730693
-1.71,0.226028940401695,-0.572894065884127,0.0183599931954137
-1.7,0.234186805158845,-0.568611751619895,0.0183427522664579
-1.69,0.242297475175439,-0.564168463931839,0.0183208165031774
-1.68,0.25035867685469,-0.559585075310601,0.0182956772717915
-1.67,0.258361320220787,-0.554775500888202,0.0182675905447524
-1.66,0.266318223602438,-0.54973688982987,0.0182340151796032
-1.65,0.274246523584387,-0.544492548935098,0.0181921191343506
-1.64,0.282163361087835,-0.539065781297556,0.0181390802127426
-1.63,0.290095557177694,-0.533425789807543,0.0180683682854382
-1.62,0.298048563149976,-0.527494908696128,0.0179766132263739
-1.61,0.305975297611738,-0.521338207630346,0.0178760370927932
-1.6,0.313827173806313,-0.515026277798103,0.0177793611611708
-1.59,0.321556129781495,-0.508628627245095,0.017699206386402
-1.58,0.329171474428696,-0.502106181364892,0.0176350174798313
-1.57,0.336699283273512,-0.495422554584621,0.0175791937832646
-1.56,0.344141247166129,-0.488600030429546,0.0175285757536266
-1.55,0.3514990582754,-0.481660892891602,0.0174800008072404
-1.54,0.358773551810158,-0.474619526445957,0.0174302314397395
-1.53,0.36596353272598,-0.467439672086955,0.0173780602932552
-1.52,0.373077790473804,-0.460123690249427,0.0173267929330257
-1.51,0.380126679211107,-0.452684046804988,0.0172801579381223
-1.5,0.38712055283621,-0.445133207800382,0.0172418752084084
-1.49,0.394050206328475,-0.437473053439677,0.0172142123751265
-1.48,0.400901715251184,-0.429683421738975,0.0171944232918118
-1.47,0.407710441623428,-0.421754934737147,0.0171796056444257
-1.46,0.414512938015438,-0.413678648917055,0.0171668910495253
-1.45,0.421345805918416,-0.405444416763172,0.0171533887091241
-1.44,0.428230427688911,-0.397000261452158,0.017136784227664
-1.43,0.435135603113944,-0.388364993097904,0.0171191965600362
-1.42,0.442019624951793,-0.37959760326141,0.0171039253904004
-1.41,0.448840790565038,-0.370757087205092,0.0170942662351524
-1.4,0.455570345258517,-0.361883557002999,0.017091616645159
-1.39,0.46224947255978,-0.352916480724224,0.0170892773660787
-1.38,0.468869847170685,-0.343869708366083,0.017091043867035
-1.37,0.475412181815312,-0.334773237164469,0.0171025343521877
-1.36,0.481857191222151,-0.325657066100199,0.0171293600412972
-1.35,0.48820181441585,-0.316533119888833,0.0171742070473205
-1.34,0.494464931914282,-0.307380557830434,0.0172318353833844
-1.33,0.500646625975552,-0.298193425315111,0.017297494934174
-1.32,0.506746610713667,-0.288966130027508,0.0173664738230639
-1.31,0.512765129054818,-0.279693785942277,0.0174343050847456
-1.3,0.518715662627767,-0.270389381850782,0.0175040318975539
-1.29,0.52459690775328,-0.261046762369892,0.017575052009628
-1.28,0.530398993824927,-0.251648439291898,0.0176432469466191
-1.27,0.53611204872801,-0.242176925157565,0.0177044953390395
-1.26,0.541735265300323,-0.232618371880041,0.0177551000086813
-1.25,0.547296800322143,-0.222980252211597,0.0177957653727446
-1.24,0.552779548614049,-0.213265356232703,0.0178292958260454
-1.23,0.558160297212589,-0.203474803557135,0.0178584476492407
-1.22,0.563415832907178,-0.193609715610389,0.0178859696758347
-1.21,0.5685813674477,-0.1836312078506,0.0179118049918796
-1.2,0.573688648038191,-0.173528258092139,0.0179335326776945
-1.19,0.578669112793793,-0.163375025485679,0.0179519079308817
-1.18,0.583453532370699,-0.153246196186611,0.0179677056426105
-1.17,0.587979351965066,-0.143213574071604,0.0179816862913224
-1.16,0.592327496224714,-0.133265232248014,0.0179938575164553
-1.15,0.596519893456868,-0.123361877838751,0.0180028421733451
-1.14,0.600526043779246,-0.113479363910143,0.0180071059164403
-1.13,0.604315444532531,-0.10359354565721,0.0180050994967215
-1.12,0.607890307826024,-0.0936954921972302,0.0179965001994579
-1.11,0.611347062858834,-0.0838200031492742,0.0179838130793717
-1.1,0.614658078180957,-0.0739441005035047,0.0179639223452753
-1.09,0.617781559882526,-0.0640382211541679,0.0179331179546744
-1.08,0.620675710857722,-0.0540728048175502,0.0178876729261437
-1.07,0.623414873310209,-0.0440512912477529,0.0178273680230667
-1.06,0.626068886591602,-0.0339924283076034,0.0177543108299153
-1.05,0.628554216827773,-0.0238808419368638,0.0176673682289128
-1.04,0.630787053523717,-0.0137010951739651,0.0175653799718418
-1.03,0.632702810241789,-0.00343491296367614,0.0174469407634629
-1.02,0.634507332803299,0.00695562907400173,0.017308898633753
-1.01,0.636196415233915,0.0174317054269448,0.0171537855984445
-1,0.637663141472049,0.0279334868578172,0.0169857465604013
-0.99,0.638800600908876,0.038401135413211,0.0168089216410235
-0.98,0.639601329381015,0.0487981130662459,0.0166261892238805
-0.97,0.640318823032926,0.0591694503392132,0.0164347352620966
-0.96,0.640920641679766,0.0695166543237373,0.016232611575912
-0.95,0.641347227919613,0.0798357687209608,0.0160181289801154
-0.94,0.641539026290995,0.0901228307979596,0.0157896239581055
-0.93,0.64144124430364,0.100338472089494,0.0155478218135628
